clause_type,preprocessed_text
confidentiality,"['employe', 'agre', 'list', 'inform', 'pertain', 'discoveri', 'idea', 'concept', 'know', 'techniqu', 'design', 'specif', 'draw', 'blueprint', 'diagram', 'flow', 'chart', 'data', 'cost', 'price', 'custom', 'list', 'market', 'plan', 'goal', 'sale', 'figur', 'revenu', 'profit', 'technic', 'financi', 'busi', 'inform', 'respect', 'exist', 'plan', 'work', 'work', 'develop', 'financi', 'record', 'softwar', 'program', 'strateg', 'plan', 'contract', 'agreement', 'literatur', 'manual', 'brochur', 'book', 'record', 'correspond', 'program', 'softwar', 'sourc', 'code', 'comput', 'data', 'file', 'algorithm', 'techniqu', 'process', 'design', 'specif', 'draw', 'chart', 'plan', 'schemat', 'disk', 'magnet', 'tape', 'book', 'file', 'record', 'report', 'document', 'instrument', 'agreement', 'contract', 'correspond', 'letter', 'memoranda', 'financi', 'account', 'sale', 'purchas', 'employ', 'data', 'capit', 'structur', 'inform', 'corpor', 'organiz', 'inform', 'ident', 'name', 'address', 'inform', 'pertain', 'sharehold', 'director', 'offic', 'employe', 'contractor', 'vendor', 'supplier', 'custom', 'client', 'lender', 'financ', 'busi', 'particip', 'person', 'associ', 'compani', 'inform', 'pertain', 'busi', 'model', 'busi', 'plan', 'project', 'assumpt', 'analys', 'particular', 'project', 'data', 'inform', 'similar', 'item', 'relat', 'busi', 'compani', 'data', 'inform', 'similar', 'item', 'relat', 'compani', 'kind', 'natur', 'prepar', 'compil', 'compani', 'materi', 'furnish', 'avail', 'compani', 'affili', 'hereinaft', 'defin', 'relat', 'busi', 'conduct', 'compani', 'confidenti', 'inform', 'proprietari', 'confidenti', 'shall', 'remain', 'sole', 'properti', 'compani', 'affili', 'section', 'shall', 'mean', 'compani', 'entiti', 'compani', 'own', 'major', 'ownership', 'directli', 'indirectli', 'entiti', 'own', 'major', 'ownership', 'compani', 'directli', 'indirectli', 'acknowledg', 'confidenti', 'inform', 'deriv', 'independ', 'econom', 'valu', 'actual', 'potenti', 'gener', 'known', 'public', 'person', 'obtain', 'econom', 'valu', 'disclosur', 'us', 'confidenti', 'provis', 'constitut', 'effort', 'reason', 'circumst']"
payment-of-expenses,"['borrow', 'agre', 'pai', 'reimburs', 'administr', 'agent', 'reason', 'pocket', 'cost', 'expens', 'incur', 'connect', 'develop', 'prepar', 'execut', 'amend', 'supplement', 'modif', 'amend', 'document', 'prepar', 'connect', 'herewith', 'therewith', 'consumm', 'administr', 'transact', 'contempl', 'includ', 'reason', 'fee', 'disburs', 'counsel', 'administr', 'agent', 'separ', 'agre', 'administr', 'agent', 'borrow']"
confidential-information,"['employe', 'coven', 'agre', 'acknowledg', 'follow']"
contribution,"['indemnif', 'provid', 'section', 'unavail', 'indemnifi', 'person', 'insuffici', 'respect', 'loss', 'claim', 'damag', 'liabil', 'refer', 'indemnifi', 'person', 'paragraph', 'shall', 'contribut', 'paid', 'payabl', 'indemnifi', 'person', 'result', 'loss', 'claim', 'damag', 'liabil', 'cover', 'indemnif', 'provid', 'paragraph', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'receiv', 'indemnifi', 'person', 'hand', 'indemnifi', 'person', 'offer', 'offer', 'certif', 'alloc', 'provid', 'claus', 'permit', 'applic', 'law', 'proport', 'appropri', 'reflect', 'rel', 'benefit', 'refer', 'claus', 'rel', 'fault', 'indemnifi', 'person', 'hand', 'indemnifi', 'person', 'connect', 'statement', 'omiss', 'result', 'loss', 'claim', 'damag', 'liabil', 'relev', 'equit', 'consider', 'rel', 'benefit', 'receiv', 'depositor', 'hand', 'underwrit', 'shall', 'deem', 'respect', 'proport', 'net', 'proce', 'deduct', 'expens', 'receiv', 'depositor', 'sale', 'offer', 'certif', 'total', 'fee', 'discount', 'commiss', 'receiv', 'underwrit', 'connect', 'therewith', 'bear', 'aggreg', 'offer', 'price', 'offer', 'certif', 'rel', 'benefit', 'receiv', 'non', 'indemnifi', 'underwrit', 'hand', 'indemnifi', 'underwrit', 'shall', 'deem', 'respect', 'proport', 'total', 'fee', 'discount', 'commiss', 'receiv', 'parti', 'connect', 'therewith', 'bear', 'aggreg', 'offer', 'price', 'offer', 'certif', 'rel', 'fault', 'indemnifi', 'person', 'hand', 'indemnifi', 'person', 'shall', 'determin', 'refer', 'thing', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'relat', 'inform', 'suppli', 'indemnifi', 'person', 'indemnifi', 'person', 'parties’', 'rel', 'intent', 'knowledg', 'access', 'inform', 'opportun', 'correct', 'prevent', 'statement', 'omiss']"
confidential-information,"['execut', 'shall', 'term', 'time', 'term', 'benefit', 'compani', 'disclos', 'person', 'emploi', 'compani', 'person', 'firm', 'corpor', 'engag', 'render', 'servic', 'compani', 'us', 'benefit', 'execut', 'confidenti', 'inform', 'compani', 'obtain', 'execut', 'prior', 'date', 'hereof', 'term', 'time', 'includ', '“know', 'trade', 'secret', 'detail', 'supplier', 'manufactur', 'distributor', 'contract', 'price', 'polici', 'financi', 'data', 'oper', 'method', 'market', 'sale', 'inform', 'strategi', 'product', 'develop', 'techniqu', 'plan', 'strategi', 'relat', 'thereto', 'technic', 'process', 'design', 'design', 'project', 'proprietari', 'inform', 'compani', 'provid', 'paragraph', 'shall', 'preclud', 'execut', 'advic', 'counsel', 'reason', 'notic', 'compani', 'make', 'disclosur', 'requir', 'applic', 'law', 'disclos', 'inform', 'known', 'gener', 'public', 'inform', 'known', 'gener', 'public', 'result', 'violat', 'paragraph', 'behalf', 'execut']"
arbitration,"['parti', 'hereto', 'elect', 'submit', 'disput', 'hereund', 'controversi', 'excess', 'arbitr', 'hereund', 'arbitr', 'shall', 'conduct', 'boston', 'massachusett', 'accord', 'commerci', 'arbitr', 'rule', 'american', 'arbitr', 'associ', 'pertain', 'decis', 'arbitr', 'respect', 'disput', 'shall', 'bind', 'final', 'conclus', 'parti', 'event', 'parti', 'hereto', 'shall', 'elect', 'submit', 'disput', 'arbitr', 'hereund', 'seller', 'purchas', 'shall', 'appoint', 'pai', 'fee', 'fit', 'imparti', 'person', 'arbitr', 'years’', 'recent', 'profession', 'experi', 'gener', 'subject', 'matter', 'disput', 'notic', 'appoint', 'shall', 'sent', 'write', 'parti', 'arbitr', 'appoint', 'event', 'failur', 'agre', 'thirti', 'dai', 'appoint', 'second', 'arbitr', 'matter', 'submit', 'shall', 'appoint', 'arbitr', 'seller', 'purchas', 'shall', 'fail', 'appoint', 'arbitr', 'aforesaid', 'period', 'dai', 'written', 'notic', 'parti', 'appoint', 'arbitr', 'appoint', 'parti', 'have', 'appoint', 'shall', 'appoint', 'second', 'arbitr', 'appoint', 'shall', 'event', 'failur', 'agre', 'decis', 'thirti', 'dai', 'appoint', 'arbitr', 'arbitr', 'fail', 'agre', 'arbitr', 'dai', 'appoint', 'second', 'arbitr', 'arbitr', 'shall', 'appoint', 'american', 'arbitr', 'associ', 'qualifi', 'panel', 'arbitr', 'shall', 'person', 'have', 'years’', 'recent', 'profession', 'experi', 'subject', 'matter', 'question', 'fee', 'arbitr', 'expens', 'incid', 'proceed', 'shall', 'born', 'equal', 'seller', 'purchas', 'arbitr', 'decid', 'fee', 'respect', 'counsel', 'engag', 'parti', 'fee', 'expert', 'wit', 'wit', 'call', 'parti', 'shall', 'paid', 'respect', 'parti', 'engag', 'counsel', 'call', 'engag', 'wit', 'decis', 'arbitr', 'shall', 'render', 'thirti', 'dai', 'appoint', 'arbitr', 'decis', 'shall', 'write', 'duplic', 'counterpart', 'thereof', 'deliv', 'sel']"
arbitration,"['parti', 'agre', 'specif', 'remedi', 'injunct', 'relief', 'contain', 'section', 'controversi', 'claim', 'aris', 'relat', 'agreement', 'breach', 'hereof', 'includ', 'limit', 'claim', 'agreement', 'portion', 'hereof', 'invalid', 'illeg', 'voidabl', 'shall', 'submit', 'bind', 'arbitr', 'accord', 'rule', 'american', 'arbitr', 'associ', 'judgment', 'determin', 'award', 'arbitr', 'enter', 'court', 'have', 'jurisdict', 'thereof', 'provid', 'section', 'shall', 'constru', 'permit', 'award', 'punit', 'damag', 'parti', 'venu', 'arbitr', 'shall', 'collier', 'counti', 'florida']"
confidential-information,"['parti', 'acknowledg', 'parti', '“recipi', 'party”', 'access', 'confidenti', 'proprietari', 'inform', '“confidenti', 'information”', 'parti', '“disclos', 'party”', 'agreement', 'order', 'protect', 'confidenti', 'inform', 'inform', 'disclos', 'confidenti', 'similar', 'proprietari', 'legend', 'case', 'oral', 'visual', 'disclos', 'confidenti', 'inform', 'disclos', 'parti', 'shall', 'notifi', 'recipi', 'parti', 'confidenti', 'natur', 'time', 'disclosur', 'provid', 'written', 'summari', 'mark', 'confidenti', 'similar', 'proprietari', 'legend', 'recipi', 'parti', 'email', 'accept', 'confidenti', 'inform', 'includ', 'shall', 'limit', 'invent', 'design', 'formula', 'algorithm', 'trade', 'secret', 'know', 'custom', 'list', 'demand', 'forecast', 'cost', 'price', 'inform', 'busi', 'market', 'plan', 'busi', 'regulatori', 'manufactur', 'financi', 'inform', 'agreement', 'includ', 'term', 'condit', 'confidenti', 'inform', 'term', 'agreement', 'whichev', 'longer', 'recipi', 'parti', 'shall', 'hold', 'disclos', 'party’', 'confidenti', 'inform', 'confid', 'degre', 'care', 'recipi', 'parti', 'respect', 'confidenti', 'inform', 'reason', 'care', 'recipi', 'parti', 'shall', 'disclos', 'confidenti', 'inform', 'disclos', 'parti', 'sole', 'need', 'know', 'basi', 'employe', 'contractor', 'offic', 'director', 'repres', 'affili', 'written', 'nondisclosur', 'restrict', 'us', 'term', 'consist', 'agreement', 'recipi', 'parti', 'shall', 'us', 'disclos', 'party’', 'confidenti', 'inform', 'purpos', 'exercis', 'right', 'fulfil', 'oblig', 'agreement', 'confidenti', 'inform', 'shall', 'time', 'remain', 'properti', 'disclos', 'parti', 'termin', 'expir', 'agreement', 'recipi', 'parti', 'shall', 'written', 'request', 'disclos', 'parti', 'return', 'disclos', 'parti', 'destroi', 'confidenti', 'inform', 'disclos', 'parti', 'notwithstand', 'forego', 'recipi', 'parti', 'maintain', 'copi', 'disclos', 'party’', 'confidenti', 'inform', 'retain', 'recipi', 'party’', 'legal', 'depart', 'archiv', 'purpos']"
capitalization,"['author', 'capit', 'stock', 'compani', 'share', 'thereof', 'issu', 'outstand', 'septemb', 'set', 'forth', 'schedul', 'previous', 'deliv', 'investor', 'outstand', 'share', 'common', 'stock', 'duli', 'validli', 'author', 'issu', 'fulli', 'paid', 'non', 'assess', 'set', 'forth', 'agreement', 'previous', 'disclos', 'investor', 'write', 'date', 'hereof', 'share', 'common', 'stock', 'entitl', 'preemptiv', 'right', 'registr', 'right', 'outstand', 'option', 'warrant', 'scrip', 'right', 'subscrib', 'commit', 'charact', 'whatsoev', 'relat', 'secur', 'right', 'convert', 'exchang', 'give', 'right', 'subscrib', 'share', 'capit', 'stock', 'compani', 'set', 'forth', 'agreement', 'commiss', 'document', 'previous', 'disclos', 'investor', 'write', 'date', 'hereof', 'contract', 'commit', 'understand', 'arrang', 'compani', 'bound', 'issu', 'addit', 'share', 'capit', 'stock', 'compani', 'option', 'secur', 'right', 'convert', 'exchang', 'give', 'right', 'subscrib', 'share', 'capit', 'stock', 'compani', 'previous', 'disclos', 'investor', 'write', 'date', 'hereof', 'compani', 'parti', 'agreement', 'grant', 'registr', 'right', 'person', 'respect', 'equiti', 'debt', 'secur', 'set', 'forth', 'commiss', 'document', 'previous', 'disclos', 'investor', 'write', 'date', 'hereof', 'compani', 'parti', 'knowledg', 'agreement', 'restrict', 'vote', 'transfer', 'share', 'capit', 'stock', 'compani', 'offer', 'sale', 'capit', 'stock', 'convert', 'secur', 'right', 'warrant', 'option', 'compani', 'issu', 'month', 'period', 'immedi', 'prior', 'close', 'compli', 'applic', 'feder', 'state', 'secur', 'law', 'stockhold', 'right', 'resciss', 'damag', 'respect', 'thereto', 'reason', 'expect', 'materi', 'advers', 'effect', 'compani', 'furnish', 'avail', 'investor', 'true', 'correct', 'copi', 'company’', 'amend', 'restat', 'articl', 'incorpor', 'amend', 'effect', 'date', 'hereof', '“articles”', 'company’', 'bylaw', 'amend', 'effect', 'date', 'hereof', '“bylaws”']"
indemnification-by-the-company,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'purchas', 'subsidiari', 'affili', 'carlyl', 'affili', 'director', 'offic', 'employe', 'stockhold', 'partner', 'purchas', 'subsidiari', 'affili', 'carlyl', 'affili', 'individu', 'indemnifi', 'parti', 'collect', 'indemnifi', 'parti', 'liabil', 'oblig', 'loss', 'damag', 'penalti', 'action', 'judgment', 'suit', 'claim', 'cost', 'reason', 'attornei', 'fee', 'expens', 'disburs', 'kind', 'loss', 'impos', 'incur', 'purchas', 'manner', 'relat', 'aris', 'untru', 'represent', 'breach', 'warranti', 'failur', 'perform', 'coven', 'agreement', 'compani', 'contain', 'agreement', 'includ', 'limit', 'schedul', 'exhibit', 'hereto', 'seri', 'certif', 'design', 'seri', 'certif', 'design', 'ancillari', 'agreement', 'certif', 'document', 'deliv', 'pursuant', 'hereto', 'thereto', 'aris', 'applic', 'law', 'relat', 'health', 'care', 'health', 'care', 'industri', 'provis', 'health', 'care', 'servic', 'parti', 'reimburs', 'includ', 'medicar', 'medicaid', 'public', 'health', 'safeti', 'wrong', 'death', 'medic', 'malpractic', 'relat', 'aris', 'transact', 'provid', 'compani', 'shall', 'provid', 'indemnif', 'respect', 'loss', 'relat', 'aris', 'transact', 'loss', 'caus', 'princip', 'gross', 'neglig', 'will', 'misconduct', 'indemnifi', 'parti']"
participations,"['lender', 'sell', 'particip', 'bank', 'entiti', 'portion', 'right', 'oblig', 'agreement', 'includ', 'limit', 'portion', 'extens', 'credit', 'note', 'held', 'provid']"
indemnification-by-the-company,"['compani', 'agre', 'indemnifi', 'hold', 'harmless', 'person', 'particip', 'underwrit', 'person', '“underwriter”', 'holder', 'respect', 'partner', 'director', 'offic', 'employe', 'person', 'control', 'holder', 'underwrit', 'mean', 'section', 'secur', 'act', 'section', 'exchang', 'act', 'follow']"
indemnification-and-contribution,"['subject', 'limit', 'paragraph', 'compani', 'agre', 'indemnifi', 'hold', 'harmless', 'underwrit', 'director', 'offic', 'employe', 'agent', 'underwrit', 'person', 'control', 'underwrit', 'mean', 'section', 'act', 'section', 'exchang', 'act', 'loss', 'claim', 'damag', 'liabil', 'expens', 'includ', 'reason', 'cost', 'investig', 'attorneys’', 'fee', 'expens', 'collect', '“damages”', 'aris', 'base', 'untru', 'statement', 'alleg', 'untru', 'statement', 'materi', 'fact', 'contain', 'preliminari', 'prospectu', 'registr', 'statement', 'time', 'sale', 'inform', 'issuer', 'free', 'write', 'prospectu', 'written', 'test', 'water', 'commun', 'prospectu', 'amend', 'supplement', 'thereto', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'requir', 'state', 'necessari', 'statement', 'case', 'preliminari', 'prospectu', 'time', 'sale', 'inform', 'issuer', 'free', 'write', 'prospectu', 'written', 'test', 'water', 'commun', 'prospectu', 'case', 'registr', 'statement', 'light', 'circumst', 'mislead', 'extent', 'damag', 'aris', 'base', 'untru', 'statement', 'omiss', 'alleg', 'untru', 'statement', 'omiss', 'omit', 'therefrom', 'relianc', 'conform', 'inform', 'furnish', 'write', 'compani', 'behalf', 'underwrit', 'understood', 'agre', 'inform', 'furnish', 'underwrit', 'consist', 'inform', 'describ', 'section', 'hereof', 'behalf', 'sell', 'stockhold', 'case', 'expressli', 'us', 'connect', 'therewith', 'inaccuraci', 'breach', 'represent', 'warranti', 'compani', 'contain', 'failur', 'compani', 'perform', 'oblig', 'hereund', 'law', 'provid', 'respect', 'untru', 'statement', 'omiss', 'preliminari', 'prospectu', 'indemn', 'agreement', 'contain', 'paragraph', 'shall', 'inur', 'benefit', 'underwrit', 'benefit', 'person', 'control', 'underwrit', 'offic', 'director', 'employe', 'agent', 'underwrit', 'person', 'assert', 'damag', 'purchas']"
contribution,"['indemnif', 'provid', 'section', 'agreement', 'unavail', 'insuffici', 'hold', 'harmless', 'indemnifi', 'parti', 'section', 'indemnifi', 'parti', 'shall', 'contribut', 'paid', 'payabl', 'indemnifi', 'parti', 'result', 'loss', 'claim', 'damag', 'liabil', 'refer', 'section', 'section', 'agreement', 'proport', 'appropri', 'reflect', 'rel', 'fault', 'indemnifi', 'parti', 'hand', 'indemnifi', 'parti', 'connect', 'statement', 'omiss', 'result', 'loss', 'liabil', 'claim', 'damag', 'expens', 'relev', 'equit', 'consider', 'includ', 'limit', 'rel', 'benefit', 'receiv', 'parti', 'offer', 'secur', 'cover', 'registr', 'statement', 'parti', 'rel', 'knowledg', 'access', 'inform', 'concern', 'matter', 'respect', 'claim', 'assert', 'opportun', 'correct', 'prevent', 'statement', 'omiss', 'rel', 'fault', 'shall', 'determin', 'refer', 'thing', 'untru', 'alleg', 'untru', 'statement', 'materi', 'fact', 'omiss', 'alleg', 'omiss', 'state', 'materi', 'fact', 'relat', 'inform', 'suppli', 'indemnifi', 'parti', 'indemnifi', 'parti', 'parti', 'rel', 'intent', 'knowledg', 'access', 'inform', 'opportun', 'correct', 'prevent', 'untru', 'statement', 'omiss', 'parti', 'hereto', 'agre', 'equit', 'contribut', 'pursuant', 'section', 'determin', 'pro', 'rata', 'capita', 'alloc', 'underwrit', 'treat', 'entiti', 'purpos', 'method', 'alloc', 'account', 'equit', 'consider', 'refer', 'sentenc', 'section', 'paid', 'indemnifi', 'parti', 'result', 'loss', 'claim', 'damag', 'liabil', 'refer', 'sentenc', 'section', 'shall', 'deem', 'includ', 'legal', 'expens', 'reason', 'incur', 'indemnifi', 'parti', 'connect', 'investig', 'defend', 'action', 'claim', 'shall', 'limit', 'provid', 'section', 'agreement', 'indemnifi', 'parti', 'assum', 'defens', 'action', 'accord', 'provis', 'thereof', 'subject', 'section', 'promptli', 'receipt', 'indemnifi', 'parti', 'section', 'notic']"
arbitration,"['disput', 'relat', 'section', 'agreement', 'disput', 'controversi', 'shall', 'aris', 'connect', 'agreement', 'wai', 'relat', 'employe', 'employ', 'compani', 'includ', 'termin', 'employ', 'shall', 'submit', 'panel', 'arbitr', 'nation', 'rule', 'resolut', 'employ', 'disput', 'american', 'arbitr', 'associ', 'effect', 'parti', 'acknowledg', 'feder', 'arbitr', 'act', 'take', 'preced', 'state', 'arbitr', 'statut', 'rule', 'regul', 'arbitr', 'shall', 'qualifi', 'experienc', 'employ', 'relat', 'matter', 'arbitr', 'licens', 'attornei', 'arbitr', 'base', 'determin', 'sole', 'term', 'condit', 'agreement', 'law', 'state', 'florida', 'arbitr', 'shall', 'author', 'award', 'remedi', 'court', 'order', 'grant', 'author', 'award', 'punit', 'damag', 'damag', 'measur', 'prevail', 'parti', 'actual', 'damag', 'event', 'rule', 'find', 'award', 'conform', 'term', 'condit', 'agreement', 'arbitr', 'shall', 'held', 'broward', 'counti', 'dade', 'counti', 'florida', 'parti', 'agre', 'accept', 'servic', 'process', 'address', 'written', 'person', 'jurisdict', 'venu', 'set', 'parti', 'expressli', 'coven', 'agre', 'bound', 'decis', 'arbitr', 'final', 'determin', 'matter', 'disput', 'judgment', 'award', 'render', 'arbitr', 'enter', 'court', 'have', 'jurisdict', 'thereof', 'fee', 'cost', 'arbitr', 'shall', 'share', 'equal', 'parti']"
arbitration,"['disput', 'controversi', 'aris', 'connect', 'agreement', 'injunct', 'relief', 'section', 'hereof', 'damag', 'breach', 'section', 'shall', 'settl', 'exclus', 'arbitr', 'conduct', 'singl', 'arbitr', 'loui', 'missouri', 'administ', 'american', 'arbitr', 'associ', '“aaa”', 'accord', 'commerci', 'arbitr', 'rule', 'effect', 'singl', 'arbitr', 'shall', 'select', 'mutual', 'agreement', 'compani', 'execut', 'parti', 'unabl', 'agre', 'arbitr', 'case', 'arbitr', 'select', 'procedur', 'aaa', 'arbitr', 'author', 'permit', 'discoveri', 'follow', 'procedur', 'execut', 'determin', 'appropri', 'arbitr', 'power', 'award', 'consequenti', 'includ', 'lost', 'profit', 'punit', 'exemplari', 'damag', 'decis', 'arbitr', 'final', 'bind', 'parti', 'hereto', 'judgment', 'enter', 'arbitrator’', 'award', 'court', 'have', 'jurisdict', 'parti', 'shall', 'bear', 'legal', 'fee', 'cost', 'equal', 'divid', 'forum', 'fee', 'cost', 'arbitr']"
